Time_hr,Host,Type,Treatment,Description,Metric,Value,Value_clean
1,A.sobria,1M,1M_A,A.sobria,CFU,234,234
1,A.sobria,1M,1M_A,A.sobria,CFU,267,267
1,A.sobria,1M,1M_A,A.sobria,CFU,123,123
1,A.sobria,2M,2M,Bd1_A.sobria,CFU,95,95
1,A.sobria,2M,2M,Bd1_A.sobria,CFU,98,98
1,A.sobria,2M,2M,Bd1_A.sobria,CFU,105,105
1,A.sobria,2M,2M,Bd1_A.sobria,CFU,88,88
1,A.sobria,2M,2M,Bd1_A.sobria,CFU,106,106
1,A.sobria,2M,2M,Bd1_A.sobria,CFU,91,91
1,A.sobria,2M,2M,Bd1_A.sobria,CFU,94,94
1,A.sobria,2M,2M,Bd1_A.sobria,CFU,129,129
1,A.sobria,2M,2M,Bd1_A.sobria,CFU,89,89
1,A.sobria,2M,2M,Phage_A.sobria,CFU,89,89
1,A.sobria,2M,2M,Phage_A.sobria,CFU,37,37
1,A.sobria,2M,2M,Phage_A.sobria,CFU,105,105
1,A.sobria,2M,2M,Phage_A.sobria,CFU,97,97
1,A.sobria,2M,2M,Phage_A.sobria,CFU,29,29
1,A.sobria,2M,2M,Phage_A.sobria,CFU,99,99
1,A.sobria,2M,2M,Phage_A.sobria,CFU,34,34
1,A.sobria,2M,2M,Phage_A.sobria,CFU,158,158
1,A.sobria,2M,2M,Phage_A.sobria,CFU,115,115
1,A.sobria,3M,3M,A_Bd1_Phage,CFU,65,65
1,A.sobria,3M,3M,A_Bd1_Phage,CFU,95,95
1,A.sobria,3M,3M,A_Bd1_Phage,CFU,70,70
1,A.sobria,3M,3M,A_Bd1_Phage,CFU,85,85
1,A.sobria,3M,3M,A_Bd1_Phage,CFU,107,107
1,A.sobria,3M,3M,A_Bd1_Phage,CFU,55,55
1,A.sobria,3M,3M,A_Bd1_Phage,CFU,62,62
1,A.sobria,3M,3M,A_Bd1_Phage,CFU,109,109
1,A.sobria,3M,3M,A_Bd1_Phage,CFU,67,67
3,A.sobria,1M,1M_A,A.sobria,CFU,210,210
3,A.sobria,1M,1M_A,A.sobria,CFU,197,197
3,A.sobria,1M,1M_A,A.sobria,CFU,280,280
3,A.sobria,1M,1M_A,A.sobria,CFU,176,176
3,A.sobria,1M,1M_A,A.sobria,CFU,155,155
3,A.sobria,1M,1M_A,A.sobria,CFU,140,140
3,A.sobria,1M,1M_A,A.sobria,CFU,215,215
3,A.sobria,1M,1M_A,A.sobria,CFU,165,165
3,A.sobria,1M,1M_A,A.sobria,CFU,290,290
3,A.sobria,2M,2M,Bd1_A.sobria,CFU,99,99
3,A.sobria,2M,2M,Bd1_A.sobria,CFU,80,80
3,A.sobria,2M,2M,Bd1_A.sobria,CFU,65,65
3,A.sobria,2M,2M,Bd1_A.sobria,CFU,105,105
3,A.sobria,2M,2M,Bd1_A.sobria,CFU,76,76
3,A.sobria,2M,2M,Bd1_A.sobria,CFU,67,67
3,A.sobria,2M,2M,Bd1_A.sobria,CFU,28,28
3,A.sobria,2M,2M,Bd1_A.sobria,CFU,37,37
3,A.sobria,2M,2M,Bd1_A.sobria,CFU,78,78
3,A.sobria,2M,2M,Phage_A.sobria,CFU,105,105
3,A.sobria,2M,2M,Phage_A.sobria,CFU,43,43
3,A.sobria,2M,2M,Phage_A.sobria,CFU,65,65
3,A.sobria,2M,2M,Phage_A.sobria,CFU,99,99
3,A.sobria,2M,2M,Phage_A.sobria,CFU,68,68
3,A.sobria,2M,2M,Phage_A.sobria,CFU,85,85
3,A.sobria,2M,2M,Phage_A.sobria,CFU,115,115
3,A.sobria,2M,2M,Phage_A.sobria,CFU,27,27
3,A.sobria,2M,2M,Phage_A.sobria,CFU,77,77
3,A.sobria,3M,3M,A_Bd1_Phage,CFU,70,70
3,A.sobria,3M,3M,A_Bd1_Phage,CFU,45,45
3,A.sobria,3M,3M,A_Bd1_Phage,CFU,43,43
3,A.sobria,3M,3M,A_Bd1_Phage,CFU,55,55
3,A.sobria,3M,3M,A_Bd1_Phage,CFU,32,32
3,A.sobria,3M,3M,A_Bd1_Phage,CFU,55,55
3,A.sobria,3M,3M,A_Bd1_Phage,CFU,67,67
3,A.sobria,3M,3M,A_Bd1_Phage,CFU,47,47
3,A.sobria,3M,3M,A_Bd1_Phage,CFU,34,34
5,A.sobria,1M,1M_A,A.sobria,CFU,301,301
5,A.sobria,1M,1M_A,A.sobria,CFU,190,190
5,A.sobria,1M,1M_A,A.sobria,CFU,237,237
5,A.sobria,1M,1M_A,A.sobria,CFU,217,217
5,A.sobria,1M,1M_A,A.sobria,CFU,158,158
5,A.sobria,1M,1M_A,A.sobria,CFU,302,302
5,A.sobria,1M,1M_A,A.sobria,CFU,160,160
5,A.sobria,1M,1M_A,A.sobria,CFU,166,166
5,A.sobria,1M,1M_A,A.sobria,CFU,156,156
5,A.sobria,2M,2M,Bd1_A.sobria,CFU,71,71
5,A.sobria,2M,2M,Bd1_A.sobria,CFU,99,99
5,A.sobria,2M,2M,Bd1_A.sobria,CFU,80,80
5,A.sobria,2M,2M,Bd1_A.sobria,CFU,65,65
5,A.sobria,2M,2M,Bd1_A.sobria,CFU,135,135
5,A.sobria,2M,2M,Bd1_A.sobria,CFU,65,65
5,A.sobria,2M,2M,Bd1_A.sobria,CFU,67,67
5,A.sobria,2M,2M,Bd1_A.sobria,CFU,50,50
5,A.sobria,2M,2M,Bd1_A.sobria,CFU,159,159
5,A.sobria,2M,2M,Phage_A.sobria,CFU,78,78
5,A.sobria,2M,2M,Phage_A.sobria,CFU,30,30
5,A.sobria,2M,2M,Phage_A.sobria,CFU,35,35
5,A.sobria,2M,2M,Phage_A.sobria,CFU,23,23
5,A.sobria,2M,2M,Phage_A.sobria,CFU,34,34
5,A.sobria,2M,2M,Phage_A.sobria,CFU,65,65
5,A.sobria,2M,2M,Phage_A.sobria,CFU,75,75
5,A.sobria,2M,2M,Phage_A.sobria,CFU,31,31
5,A.sobria,2M,2M,Phage_A.sobria,CFU,32,32
5,A.sobria,3M,3M,A_Bd1_Phage,CFU,30,30
5,A.sobria,3M,3M,A_Bd1_Phage,CFU,40,40
5,A.sobria,3M,3M,A_Bd1_Phage,CFU,35,35
5,A.sobria,3M,3M,A_Bd1_Phage,CFU,28,28
5,A.sobria,3M,3M,A_Bd1_Phage,CFU,36,36
5,A.sobria,3M,3M,A_Bd1_Phage,CFU,20,20
5,A.sobria,3M,3M,A_Bd1_Phage,CFU,45,45
5,A.sobria,3M,3M,A_Bd1_Phage,CFU,34,34
5,A.sobria,3M,3M,A_Bd1_Phage,CFU,55,55
0,BALO,1M,1M_BALO,BALO,OD,0.006,0.006
0,BALO,1M,1M_BALO,BALO,OD,0.005,0.005
0,BALO,1M,1M_BALO,BALO,OD,0.006,0.006
0,BALO,1M,1M_BALO,BALO,OD,0.005,0.005
0,BALO,1M,1M_BALO,BALO,OD,0.005,0.005
0,BALO,1M,1M_BALO,BALO,OD,0.007,0.007
0,BALO,1M,1M_BALO,BALO,OD,0.006,0.006
0,BALO,1M,1M_BALO,BALO,OD,0.005,0.005
0,BALO,1M,1M_BALO,BALO,OD,0.005,0.005
0,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0,Phage,1M,1M_Phage,Phage,OD,0,0
0,Phage,1M,1M_Phage,Phage,OD,0,0
0,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0,Phage,1M,1M_Phage,Phage,OD,0,0
0,Phage,1M,1M_Phage,Phage,OD,0,0
0,Phage,1M,1M_Phage,Phage,OD,0,0
0,A.sobria,1M,1M_A,A.sobria,OD,0.144,0.144
0,A.sobria,1M,1M_A,A.sobria,OD,0.137,0.137
0,A.sobria,1M,1M_A,A.sobria,OD,0.144,0.144
0,A.sobria,1M,1M_A,A.sobria,OD,0.14,0.14
0,A.sobria,1M,1M_A,A.sobria,OD,0.143,0.143
0,A.sobria,1M,1M_A,A.sobria,OD,0.141,0.141
0,A.sobria,1M,1M_A,A.sobria,OD,0.144,0.144
0,A.sobria,1M,1M_A,A.sobria,OD,0.143,0.143
0,A.sobria,1M,1M_A,A.sobria,OD,0.144,0.144
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0,0
0,BALO,2M,2M,Bd1_Phage,OD,0.002,0.002
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0.002,0.002
0,BALO,2M,2M,Bd1_Phage,OD,0.137,0.137
0,BALO,2M,2M,Bd1_Phage,OD,0.139,0.139
0,BALO,2M,2M,Bd1_Phage,OD,0.14,0.14
0,BALO,2M,2M,Bd1_Phage,OD,0.014,0.014
0,A.sobria,2M,2M,Bd1_A.sobria,OD,0.14,0.14
0,A.sobria,2M,2M,Bd1_A.sobria,OD,0.14,0.14
0,A.sobria,2M,2M,Bd1_A.sobria,OD,0.14,0.14
0,A.sobria,2M,2M,Bd1_A.sobria,OD,0.014,0.014
0,A.sobria,2M,2M,Bd1_A.sobria,OD,0.14,0.14
0,A.sobria,2M,2M,Bd1_A.sobria,OD,0.139,0.139
0,A.sobria,2M,2M,Bd1_A.sobria,OD,0.137,0.137
0,A.sobria,2M,2M,Bd1_A.sobria,OD,0.139,0.139
0,A.sobria,2M,2M,Bd1_A.sobria,OD,0.14,0.14
0,A.sobria,2M,2M,Phage_A.sobria,OD,0.138,0.138
0,A.sobria,2M,2M,Phage_A.sobria,OD,0.143,0.143
0,A.sobria,2M,2M,Phage_A.sobria,OD,0.144,0.144
0,A.sobria,2M,2M,Phage_A.sobria,OD,0.14,0.14
0,A.sobria,2M,2M,Phage_A.sobria,OD,0.14,0.14
0,A.sobria,2M,2M,Phage_A.sobria,OD,0.139,0.139
0,A.sobria,2M,2M,Phage_A.sobria,OD,0.139,0.139
0,A.sobria,2M,2M,Phage_A.sobria,OD,0.141,0.141
0,A.sobria,2M,2M,Phage_A.sobria,OD,0.142,0.142
0,A.sobria,3M,3M,A_Bd1_Phage,OD,0.145,0.145
0,A.sobria,3M,3M,A_Bd1_Phage,OD,0.144,0.144
0,A.sobria,3M,3M,A_Bd1_Phage,OD,0.144,0.144
0,A.sobria,3M,3M,A_Bd1_Phage,OD,0.144,0.144
0,A.sobria,3M,3M,A_Bd1_Phage,OD,0.145,0.145
0,A.sobria,3M,3M,A_Bd1_Phage,OD,0.146,0.146
0,A.sobria,3M,3M,A_Bd1_Phage,OD,0.144,0.144
0,A.sobria,3M,3M,A_Bd1_Phage,OD,0.145,0.145
0,A.sobria,3M,3M,A_Bd1_Phage,OD,0.144,0.144
0.5,BALO,1M,1M_BALO,BALO,OD,0.006,0.006
0.5,BALO,1M,1M_BALO,BALO,OD,0.006,0.006
0.5,BALO,1M,1M_BALO,BALO,OD,0.005,0.005
0.5,BALO,1M,1M_BALO,BALO,OD,0.006,0.006
0.5,BALO,1M,1M_BALO,BALO,OD,0.005,0.005
0.5,BALO,1M,1M_BALO,BALO,OD,0.004,0.004
0.5,BALO,1M,1M_BALO,BALO,OD,0.005,0.005
0.5,BALO,1M,1M_BALO,BALO,OD,0.005,0.005
0.5,BALO,1M,1M_BALO,BALO,OD,0.006,0.006
0.5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0.5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0.5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0.5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0.5,Phage,1M,1M_Phage,Phage,OD,0,0
0.5,Phage,1M,1M_Phage,Phage,OD,0,0
0.5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0.5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0.5,Phage,1M,1M_Phage,Phage,OD,0,0
0.5,A.sobria,1M,1M_A,A.sobria,OD,0.137,0.137
0.5,A.sobria,1M,1M_A,A.sobria,OD,0.136,0.136
0.5,A.sobria,1M,1M_A,A.sobria,OD,0.137,0.137
0.5,A.sobria,1M,1M_A,A.sobria,OD,0.136,0.136
0.5,A.sobria,1M,1M_A,A.sobria,OD,0.136,0.136
0.5,A.sobria,1M,1M_A,A.sobria,OD,0.135,0.135
0.5,A.sobria,1M,1M_A,A.sobria,OD,0.14,0.14
0.5,A.sobria,1M,1M_A,A.sobria,OD,0.142,0.142
0.5,A.sobria,1M,1M_A,A.sobria,OD,0.142,0.142
0.5,BALO,2M,2M,Bd1_Phage,OD,0.003,0.003
0.5,BALO,2M,2M,Bd1_Phage,OD,0,0
0.5,BALO,2M,2M,Bd1_Phage,OD,0,0
0.5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0.5,BALO,2M,2M,Bd1_Phage,OD,0.002,0.002
0.5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0.5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0.5,BALO,2M,2M,Bd1_Phage,OD,0,0
0.5,BALO,2M,2M,Bd1_Phage,OD,0,0
0.5,BALO,2M,2M,Bd1_Phage,OD,0,0
0.5,A.sobria,2M,2M,Bd1_A.sobria,OD,0.139,0.139
0.5,A.sobria,2M,2M,Bd1_A.sobria,OD,0.139,0.139
0.5,A.sobria,2M,2M,Bd1_A.sobria,OD,0.139,0.139
0.5,A.sobria,2M,2M,Bd1_A.sobria,OD,0.138,0.138
0.5,A.sobria,2M,2M,Bd1_A.sobria,OD,0.139,0.139
0.5,A.sobria,2M,2M,Bd1_A.sobria,OD,0.138,0.138
0.5,A.sobria,2M,2M,Bd1_A.sobria,OD,0.137,0.137
0.5,A.sobria,2M,2M,Bd1_A.sobria,OD,0.138,0.138
0.5,A.sobria,2M,2M,Bd1_A.sobria,OD,0.137,0.137
0.5,A.sobria,2M,2M,Phage_A.sobria,OD,0.124,0.124
0.5,A.sobria,2M,2M,Phage_A.sobria,OD,0.125,0.125
0.5,A.sobria,2M,2M,Phage_A.sobria,OD,0.125,0.125
0.5,A.sobria,2M,2M,Phage_A.sobria,OD,0.122,0.122
0.5,A.sobria,2M,2M,Phage_A.sobria,OD,0.124,0.124
0.5,A.sobria,2M,2M,Phage_A.sobria,OD,0.123,0.123
0.5,A.sobria,2M,2M,Phage_A.sobria,OD,0.12,0.12
0.5,A.sobria,2M,2M,Phage_A.sobria,OD,0.123,0.123
0.5,A.sobria,2M,2M,Phage_A.sobria,OD,0.122,0.122
0.5,A.sobria,3M,3M,A_Bd1_Phage,OD,0.127,0.127
0.5,A.sobria,3M,3M,A_Bd1_Phage,OD,0.127,0.127
0.5,A.sobria,3M,3M,A_Bd1_Phage,OD,0.127,0.127
0.5,A.sobria,3M,3M,A_Bd1_Phage,OD,0.128,0.128
0.5,A.sobria,3M,3M,A_Bd1_Phage,OD,0.125,0.125
0.5,A.sobria,3M,3M,A_Bd1_Phage,OD,0.126,0.126
0.5,A.sobria,3M,3M,A_Bd1_Phage,OD,0.126,0.126
0.5,A.sobria,3M,3M,A_Bd1_Phage,OD,0.127,0.127
0.5,A.sobria,3M,3M,A_Bd1_Phage,OD,0.127,0.127
1,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
1,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
1,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
1,BALO,1M,1M_BALO,BALO,OD,0,0
1,BALO,1M,1M_BALO,BALO,OD,0,0
1,BALO,1M,1M_BALO,BALO,OD,0,0
1,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
1,BALO,1M,1M_BALO,BALO,OD,0,0
1,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
1,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
1,Phage,1M,1M_Phage,Phage,OD,0,0
1,Phage,1M,1M_Phage,Phage,OD,0,0
1,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
1,Phage,1M,1M_Phage,Phage,OD,0,0
1,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
1,Phage,1M,1M_Phage,Phage,OD,0,0
1,Phage,1M,1M_Phage,Phage,OD,0,0
1,Phage,1M,1M_Phage,Phage,OD,0,0
1,A.sobria,1M,1M_A,A.sobria,OD,0.144,0.144
1,A.sobria,1M,1M_A,A.sobria,OD,0.143,0.143
1,A.sobria,1M,1M_A,A.sobria,OD,0.144,0.144
1,A.sobria,1M,1M_A,A.sobria,OD,0.14,0.14
1,A.sobria,1M,1M_A,A.sobria,OD,0.139,0.139
1,A.sobria,1M,1M_A,A.sobria,OD,0.14,0.14
1,A.sobria,1M,1M_A,A.sobria,OD,0.141,0.141
1,A.sobria,1M,1M_A,A.sobria,OD,0.143,0.143
1,A.sobria,1M,1M_A,A.sobria,OD,0.143,0.143
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0,0
1,BALO,2M,2M,Bd1_Phage,OD,0,0
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0,0
1,A.sobria,2M,2M,Bd1_A.sobria,OD,0.135,0.135
1,A.sobria,2M,2M,Bd1_A.sobria,OD,0.134,0.134
1,A.sobria,2M,2M,Bd1_A.sobria,OD,0.134,0.134
1,A.sobria,2M,2M,Bd1_A.sobria,OD,0.131,0.131
1,A.sobria,2M,2M,Bd1_A.sobria,OD,0.132,0.132
1,A.sobria,2M,2M,Bd1_A.sobria,OD,0.133,0.133
1,A.sobria,2M,2M,Bd1_A.sobria,OD,0.132,0.132
1,A.sobria,2M,2M,Bd1_A.sobria,OD,0.131,0.131
1,A.sobria,2M,2M,Bd1_A.sobria,OD,0.133,0.133
1,A.sobria,2M,2M,Phage_A.sobria,OD,0.118,0.118
1,A.sobria,2M,2M,Phage_A.sobria,OD,0.117,0.117
1,A.sobria,2M,2M,Phage_A.sobria,OD,0.12,0.12
1,A.sobria,2M,2M,Phage_A.sobria,OD,0.119,0.119
1,A.sobria,2M,2M,Phage_A.sobria,OD,0.118,0.118
1,A.sobria,2M,2M,Phage_A.sobria,OD,0.118,0.118
1,A.sobria,2M,2M,Phage_A.sobria,OD,0.12,0.12
1,A.sobria,2M,2M,Phage_A.sobria,OD,0.118,0.118
1,A.sobria,2M,2M,Phage_A.sobria,OD,0.117,0.117
1,A.sobria,3M,3M,A_Bd1_Phage,OD,0.083,0.083
1,A.sobria,3M,3M,A_Bd1_Phage,OD,0.08,0.08
1,A.sobria,3M,3M,A_Bd1_Phage,OD,0.081,0.081
1,A.sobria,3M,3M,A_Bd1_Phage,OD,0.8,0.8
1,A.sobria,3M,3M,A_Bd1_Phage,OD,0.081,0.081
1,A.sobria,3M,3M,A_Bd1_Phage,OD,0.079,0.079
1,A.sobria,3M,3M,A_Bd1_Phage,OD,0.079,0.079
1,A.sobria,3M,3M,A_Bd1_Phage,OD,0.075,0.075
1,A.sobria,3M,3M,A_Bd1_Phage,OD,0.077,0.077
3,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
3,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
3,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
3,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
3,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
3,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
3,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
3,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
3,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,Phage,1M,1M_Phage,Phage,OD,0.002,0.002
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,Phage,1M,1M_Phage,Phage,OD,0,0
3,A.sobria,1M,1M_A,A.sobria,OD,0.143,0.143
3,A.sobria,1M,1M_A,A.sobria,OD,0.143,0.143
3,A.sobria,1M,1M_A,A.sobria,OD,0.144,0.144
3,A.sobria,1M,1M_A,A.sobria,OD,0.14,0.14
3,A.sobria,1M,1M_A,A.sobria,OD,0.141,0.141
3,A.sobria,1M,1M_A,A.sobria,OD,0.141,0.141
3,A.sobria,1M,1M_A,A.sobria,OD,0.142,0.142
3,A.sobria,1M,1M_A,A.sobria,OD,0.143,0.143
3,A.sobria,1M,1M_A,A.sobria,OD,0.14,0.14
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0,0
3,BALO,2M,2M,Bd1_Phage,OD,0,0
3,BALO,2M,2M,Bd1_Phage,OD,0,0
3,BALO,2M,2M,Bd1_Phage,OD,0,0
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0,0
3,A.sobria,2M,2M,Bd1_A.sobria,OD,0.124,0.124
3,A.sobria,2M,2M,Bd1_A.sobria,OD,0.125,0.125
3,A.sobria,2M,2M,Bd1_A.sobria,OD,0.123,0.123
3,A.sobria,2M,2M,Bd1_A.sobria,OD,0.123,0.123
3,A.sobria,2M,2M,Bd1_A.sobria,OD,0.121,0.121
3,A.sobria,2M,2M,Bd1_A.sobria,OD,0.122,0.122
3,A.sobria,2M,2M,Bd1_A.sobria,OD,0.12,0.12
3,A.sobria,2M,2M,Bd1_A.sobria,OD,0.121,0.121
3,A.sobria,2M,2M,Bd1_A.sobria,OD,0.123,0.123
3,A.sobria,2M,2M,Phage_A.sobria,OD,0.094,0.094
3,A.sobria,2M,2M,Phage_A.sobria,OD,0.094,0.094
3,A.sobria,2M,2M,Phage_A.sobria,OD,0.095,0.095
3,A.sobria,2M,2M,Phage_A.sobria,OD,0.096,0.096
3,A.sobria,2M,2M,Phage_A.sobria,OD,0.095,0.095
3,A.sobria,2M,2M,Phage_A.sobria,OD,0.096,0.096
3,A.sobria,2M,2M,Phage_A.sobria,OD,0.093,0.093
3,A.sobria,2M,2M,Phage_A.sobria,OD,0.093,0.093
3,A.sobria,2M,2M,Phage_A.sobria,OD,0.094,0.094
3,A.sobria,3M,3M,A_Bd1_Phage,OD,0.07,0.07
3,A.sobria,3M,3M,A_Bd1_Phage,OD,0.07,0.07
3,A.sobria,3M,3M,A_Bd1_Phage,OD,0.075,0.075
3,A.sobria,3M,3M,A_Bd1_Phage,OD,0.072,0.072
3,A.sobria,3M,3M,A_Bd1_Phage,OD,0.073,0.073
3,A.sobria,3M,3M,A_Bd1_Phage,OD,0.072,0.072
3,A.sobria,3M,3M,A_Bd1_Phage,OD,0.071,0.071
3,A.sobria,3M,3M,A_Bd1_Phage,OD,0.072,0.072
3,A.sobria,3M,3M,A_Bd1_Phage,OD,0.071,0.071
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
5,Phage,1M,1M_Phage,Phage,OD,0.002,0.002
